,News Station,Tweet,Date,Tweets Ago,Compound Score,Positive Score,Neutral Score,Negative Score
375,BBC News (UK),London Olympic Stadium taken over by mayor Sadiq Khan https://t.co/s6OK85DGMa,Fri Dec 01 13:00:57 +0000 2017,76,0.0,0.0,1.0,0.0
376,BBC News (UK),RT @BBC_HaveYourSay: #AskWoody - did the US ambassador's Twitter Q&amp;A get sidetracked by Trump? https://t.co/pi4m0PECqp,Fri Dec 01 12:57:56 +0000 2017,77,0.0,0.0,1.0,0.0
377,BBC News (UK),"RT @BBCWorld: Hesitant Europeans - 36%
Contented Europeans - 23%
EU Rejecters - 14%
Frustrated Pro-Europeans - 9%
Austerity Rebels - 9%
Fed…",Fri Dec 01 12:33:03 +0000 2017,78,-0.765,0.094,0.512,0.394
378,BBC News (UK),Carl Sargeant funeral taking place in Connah's Quay https://t.co/5fpD12NhvA,Fri Dec 01 12:11:37 +0000 2017,79,-0.3612,0.0,0.762,0.238
379,BBC News (UK),David Dearlove found guilty of 1968 Paul Booth murder https://t.co/53SUalSqRp,Fri Dec 01 12:11:37 +0000 2017,80,-0.8176,0.0,0.516,0.484
380,BBC News (UK),RT @BBCDanielS: Damian Green's response today https://t.co/02ImPFqrIH,Fri Dec 01 11:54:14 +0000 2017,81,0.0,0.0,1.0,0.0
381,BBC News (UK),Airport appeal reunites toy dog with owner https://t.co/lHSGYwq2nV,Fri Dec 01 11:18:28 +0000 2017,82,0.0,0.0,1.0,0.0
382,BBC News (UK),Prince Harry and his fiancée Meghan Markle make their first joint official public engagement at #WorldAIDSDay chari… https://t.co/i6fL7CefeN,Fri Dec 01 11:15:26 +0000 2017,83,0.4588,0.15,0.85,0.0
383,BBC News (UK),"RT @DannyShawBBC: Met Police: ""As is routine, for cases of this nature, the circumstances of information being made public will be looked a…",Fri Dec 01 11:08:40 +0000 2017,84,0.0,0.0,1.0,0.0
384,BBC News (UK),"RT @DannyShawBBC: Met Police: ""Confidential information gathered during a police inquiry should not be made public.  The appropriate course…",Fri Dec 01 11:08:34 +0000 2017,85,0.0,0.0,1.0,0.0
385,BBC News (UK),RT @DannyShawBBC: Met Police has also said -  for the first time - that is co-operating with the Cabinet Office inquiry into Mr Green's con…,Fri Dec 01 11:08:27 +0000 2017,86,0.0,0.0,1.0,0.0
386,BBC News (UK),RT @DannyShawBBC: Scotland Yard is examining allegations former officer Neil Lewis disclosed confidential information about Damian Green's…,Fri Dec 01 11:08:16 +0000 2017,87,0.0,0.0,1.0,0.0
387,BBC News (UK),"RT @bbcthree: 45% of burglaries are committed by heroin and crack users. 
This is the story behind of one of them. #Drugsland https://t.co/…",Fri Dec 01 10:55:56 +0000 2017,88,-0.2732,0.08,0.798,0.122
388,BBC News (UK),"RT @VictoriaLIVE: ""They're completely worthless to anyone else, but to me they're everything""

Four years ago Victoria Milligan was in a sp…",Fri Dec 01 10:45:46 +0000 2017,89,-0.2724,0.0,0.905,0.095
389,BBC News (UK),Morrisons data leak: Supermarket liable for staff details breach https://t.co/AoG6IsMhs0,Fri Dec 01 10:31:35 +0000 2017,90,-0.34,0.0,0.789,0.211
390,BBC News (UK),"RT @bbctms: England name 12 for Adelaide Test. 

@craigoverton12 joins the XI who played at the Gabba .

So no place for @masoncrane32 

#a…",Fri Dec 01 10:24:42 +0000 2017,91,-0.024,0.093,0.811,0.096
391,BBC News (UK),"RT @VictoriaLIVE: ""People with HIV are demonised""

Jo Josh was diagnosed with HIV in 2008, she says false ideas - like it being transmitted…",Fri Dec 01 10:11:45 +0000 2017,92,0.3612,0.102,0.898,0.0
392,BBC News (UK),RT @danroan: Breaking: Newham Council announces it will ”retire” from its co-ownership of the London Olympic Stadium &amp; “accepts that its or…,Fri Dec 01 10:11:23 +0000 2017,93,0.0,0.0,1.0,0.0
393,BBC News (UK),"RT @VictoriaLIVE: 'All I could think was I can't die my daughter needs me, then a nurse told me I could live to 100.'

Jo was diagnosed wit…",Fri Dec 01 10:09:10 +0000 2017,94,0.4847,0.12,0.88,0.0
394,BBC News (UK),Labour leader calls bankers speculators and gamblers https://t.co/gsaMKWdXEp,Fri Dec 01 10:00:33 +0000 2017,95,0.0,0.0,1.0,0.0
395,BBC News (UK),RT @VictoriaLIVE: 25 years ago Darren Tunstall left his home and never came back. His mum Ann tells @danclarkneal why she believes he is st…,Fri Dec 01 09:48:49 +0000 2017,96,0.0,0.0,1.0,0.0
396,BBC News (UK),George Michael death: Ambulance staff quizzed over leaked 999 call https://t.co/5CqJlTNu57,Fri Dec 01 09:12:09 +0000 2017,97,-0.7351,0.0,0.592,0.408
397,BBC News (UK),"RT @bbcdavideades: #bbcBizLive No glittery Xmas here yet...but with warnings that glitter is bad for our environment, should we go out and…",Fri Dec 01 08:30:10 +0000 2017,98,-0.7845,0.0,0.706,0.294
398,BBC News (UK),RT @danroan: Sat down with Gareth Southgate here in Moscow last night on the eve of the World Cup draw and asked him if he'd take England r…,Fri Dec 01 08:29:48 +0000 2017,99,0.0,0.0,1.0,0.0
399,BBC News (UK),"Is it really that bad? ?

https://t.co/aUAEJu8xI1",Fri Dec 01 08:00:03 +0000 2017,100,-0.5829,0.0,0.57,0.43
400,The New York Times,RT @nytopinion: It’s hard to find a precedent for how quickly President Trump’s inner circle has become consumed by scandal. https://t.co/G…,Sat Dec 02 03:02:04 +0000 2017,1,-0.5106,0.0,0.807,0.193
401,The New York Times,American Airlines said it resolved a scheduling problem that left thousands of flights without pilots https://t.co/mACoaXwnc8,Sat Dec 02 02:47:01 +0000 2017,2,-0.25,0.098,0.747,0.155
402,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/e6eLHwpyxB,Sat Dec 02 02:31:10 +0000 2017,3,0.0,0.0,1.0,0.0
403,The New York Times,"Aaron Boone, who hit one of the most indelible home runs in Yankees history, will be the team’s next manager https://t.co/msA0MbV4Sv",Sat Dec 02 02:16:05 +0000 2017,4,0.0,0.0,1.0,0.0
404,The New York Times,"Some colleges have more students from the top 1% than the bottom 60. Find yours. https://t.co/DFVqfA1ZC9 

This was… https://t.co/j7j5KeeVi9",Sat Dec 02 02:00:24 +0000 2017,5,0.2023,0.091,0.909,0.0
405,The New York Times,"RT @BCAppelbaum: After eight years of promising fiscal rectitude and blasting the profligacy of the Obama administration, the GOP is on the…",Sat Dec 02 01:47:03 +0000 2017,6,0.4019,0.114,0.886,0.0
406,The New York Times,Officials warn that diphtheria is spreading in Yemen and will worsen unless Saudi blockade is completely lifted  https://t.co/qOYxm1L9KP,Sat Dec 02 01:32:06 +0000 2017,7,-0.5719,0.0,0.773,0.227
407,The New York Times,"Republicans, who criticized the federal debt under Obama, are pushing a tax cut that would send debt to new heights https://t.co/GWLYDWhmbX",Sat Dec 02 01:17:04 +0000 2017,8,-0.8225,0.0,0.625,0.375
408,The New York Times,Watch the full discussion between executive editor Dean Baquet and Jay-Z https://t.co/z7FpNpCpfl https://t.co/DgmuVA6cEn,Sat Dec 02 01:01:44 +0000 2017,9,0.0,0.0,1.0,0.0
409,The New York Times,2 productions of plays by Israel Horovitz have been canceled after sexual misconduct accusations https://t.co/P80KB548cC,Sat Dec 02 00:47:03 +0000 2017,10,-0.0772,0.123,0.736,0.141
410,The New York Times,Former NSA employee pleads guilty to taking classified information https://t.co/jVmoPwyx9i,Sat Dec 02 00:32:07 +0000 2017,11,-0.4215,0.0,0.763,0.237
411,The New York Times,"RT @TheSteinLine: Latest @NYTSports On Pro Basketball column: Rings, retirement and a little tennis trash talk with David Lee (@DLee042) —&gt;…",Sat Dec 02 00:17:04 +0000 2017,12,0.0,0.0,1.0,0.0
412,The New York Times,Updated timeline: What we now know about Michael Flynn’s phone calls with Russia https://t.co/Jb7fgooQ2J,Sat Dec 02 00:02:08 +0000 2017,13,0.0,0.0,1.0,0.0
413,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/3UL5ZSeXMi,Fri Dec 01 23:47:04 +0000 2017,14,0.0,0.0,1.0,0.0
414,The New York Times,"Listen to a special episode of ""The Daily"" on Michael Flynn's guilty plea https://t.co/22ObfSmUTg https://t.co/frsOTGWJP7",Fri Dec 01 23:32:12 +0000 2017,15,-0.0258,0.154,0.686,0.16
415,The New York Times,The GOP tax plan can be confusing. Here’s some help deciphering it. https://t.co/zMsazP8uaZ,Fri Dec 01 23:17:05 +0000 2017,16,0.2023,0.173,0.705,0.122
416,The New York Times,"The best TV shows and movies new to Netflix, Amazon and more in December https://t.co/lfgj6YGhSR",Fri Dec 01 23:02:07 +0000 2017,17,0.7096,0.312,0.688,0.0
417,The New York Times,"RT @nytopinion: After Flynn, are Kushner and Don Jr. next? https://t.co/YLPJER3vSL",Fri Dec 01 22:47:06 +0000 2017,18,0.0,0.0,1.0,0.0
418,The New York Times,"Taxpayers paid for a Texas lawmaker's $84,000 sexual harassment settlement, which was 1 of 6 settlements since 2013 https://t.co/WS4RWAO3tL",Fri Dec 01 22:32:02 +0000 2017,19,-0.5423,0.0,0.811,0.189
419,The New York Times,Opinion: 10 key takeaways from Michael Flynn’s guilty plea https://t.co/uKiy1Ouu5b,Fri Dec 01 22:17:04 +0000 2017,20,-0.4215,0.0,0.763,0.237
420,The New York Times,RT @nytopinion: It’s hard to find a precedent for how quickly President Trump’s inner circle has become consumed by scandal. https://t.co/G…,Sat Dec 02 03:02:04 +0000 2017,21,-0.5106,0.0,0.807,0.193
421,The New York Times,American Airlines said it resolved a scheduling problem that left thousands of flights without pilots https://t.co/mACoaXwnc8,Sat Dec 02 02:47:01 +0000 2017,22,-0.25,0.098,0.747,0.155
422,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/e6eLHwpyxB,Sat Dec 02 02:31:10 +0000 2017,23,0.0,0.0,1.0,0.0
423,The New York Times,"Aaron Boone, who hit one of the most indelible home runs in Yankees history, will be the team’s next manager https://t.co/msA0MbV4Sv",Sat Dec 02 02:16:05 +0000 2017,24,0.0,0.0,1.0,0.0
424,The New York Times,"Some colleges have more students from the top 1% than the bottom 60. Find yours. https://t.co/DFVqfA1ZC9 

This was… https://t.co/j7j5KeeVi9",Sat Dec 02 02:00:24 +0000 2017,25,0.2023,0.091,0.909,0.0
425,The New York Times,"RT @BCAppelbaum: After eight years of promising fiscal rectitude and blasting the profligacy of the Obama administration, the GOP is on the…",Sat Dec 02 01:47:03 +0000 2017,26,0.4019,0.114,0.886,0.0
426,The New York Times,Officials warn that diphtheria is spreading in Yemen and will worsen unless Saudi blockade is completely lifted  https://t.co/qOYxm1L9KP,Sat Dec 02 01:32:06 +0000 2017,27,-0.5719,0.0,0.773,0.227
427,The New York Times,"Republicans, who criticized the federal debt under Obama, are pushing a tax cut that would send debt to new heights https://t.co/GWLYDWhmbX",Sat Dec 02 01:17:04 +0000 2017,28,-0.8225,0.0,0.625,0.375
428,The New York Times,Watch the full discussion between executive editor Dean Baquet and Jay-Z https://t.co/z7FpNpCpfl https://t.co/DgmuVA6cEn,Sat Dec 02 01:01:44 +0000 2017,29,0.0,0.0,1.0,0.0
429,The New York Times,2 productions of plays by Israel Horovitz have been canceled after sexual misconduct accusations https://t.co/P80KB548cC,Sat Dec 02 00:47:03 +0000 2017,30,-0.0772,0.123,0.736,0.141
430,The New York Times,Former NSA employee pleads guilty to taking classified information https://t.co/jVmoPwyx9i,Sat Dec 02 00:32:07 +0000 2017,31,-0.4215,0.0,0.763,0.237
431,The New York Times,"RT @TheSteinLine: Latest @NYTSports On Pro Basketball column: Rings, retirement and a little tennis trash talk with David Lee (@DLee042) —&gt;…",Sat Dec 02 00:17:04 +0000 2017,32,0.0,0.0,1.0,0.0
432,The New York Times,Updated timeline: What we now know about Michael Flynn’s phone calls with Russia https://t.co/Jb7fgooQ2J,Sat Dec 02 00:02:08 +0000 2017,33,0.0,0.0,1.0,0.0
433,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/3UL5ZSeXMi,Fri Dec 01 23:47:04 +0000 2017,34,0.0,0.0,1.0,0.0
434,The New York Times,"Listen to a special episode of ""The Daily"" on Michael Flynn's guilty plea https://t.co/22ObfSmUTg https://t.co/frsOTGWJP7",Fri Dec 01 23:32:12 +0000 2017,35,-0.0258,0.154,0.686,0.16
435,The New York Times,The GOP tax plan can be confusing. Here’s some help deciphering it. https://t.co/zMsazP8uaZ,Fri Dec 01 23:17:05 +0000 2017,36,0.2023,0.173,0.705,0.122
436,The New York Times,"The best TV shows and movies new to Netflix, Amazon and more in December https://t.co/lfgj6YGhSR",Fri Dec 01 23:02:07 +0000 2017,37,0.7096,0.312,0.688,0.0
437,The New York Times,"RT @nytopinion: After Flynn, are Kushner and Don Jr. next? https://t.co/YLPJER3vSL",Fri Dec 01 22:47:06 +0000 2017,38,0.0,0.0,1.0,0.0
438,The New York Times,"Taxpayers paid for a Texas lawmaker's $84,000 sexual harassment settlement, which was 1 of 6 settlements since 2013 https://t.co/WS4RWAO3tL",Fri Dec 01 22:32:02 +0000 2017,39,-0.5423,0.0,0.811,0.189
439,The New York Times,Opinion: 10 key takeaways from Michael Flynn’s guilty plea https://t.co/uKiy1Ouu5b,Fri Dec 01 22:17:04 +0000 2017,40,-0.4215,0.0,0.763,0.237
440,The New York Times,A last hurrah at the Upright Citizens Brigade's longest-standing and most storied location https://t.co/GvF8Nt6Yz5,Fri Dec 01 22:00:22 +0000 2017,41,0.5574,0.231,0.769,0.0
441,The New York Times,FIFA has placed the 32 qualified teams for the 2018 World Cup into their first-round groups. Here's our analysis. https://t.co/K2GI0gxp2R,Fri Dec 01 21:45:05 +0000 2017,42,0.0,0.0,1.0,0.0
442,The New York Times,"""Everyone else in the family has my husband’s last name and brown eyes. Even a toddler could tell I was an outsider… https://t.co/ceJWLtA37j",Fri Dec 01 21:30:16 +0000 2017,43,0.0,0.0,1.0,0.0
443,The New York Times,Here are excerpts from Michael Flynn's court documents and what they mean https://t.co/otUIQsHvWf,Fri Dec 01 21:15:14 +0000 2017,44,0.0,0.0,1.0,0.0
444,The New York Times,These apps seek to offer the assurance that they can keep travelers safe https://t.co/gbmECg0mPH,Fri Dec 01 21:00:23 +0000 2017,45,0.6486,0.306,0.694,0.0
445,The New York Times,"Video of Libya slave-market for African migrants incites international furor. But in Europe, not so much. https://t.co/8IhZh0GaX6",Fri Dec 01 20:50:05 +0000 2017,46,0.0,0.0,1.0,0.0
446,The New York Times,What we know about the connections between Trump officials and Russia https://t.co/k3xPP8MTsi,Fri Dec 01 20:40:03 +0000 2017,47,0.0,0.0,1.0,0.0
447,The New York Times,"Breaking News: Trump denied reports that he was firing Rex Tillerson. “We work well together,” he said on Twitter. https://t.co/sr1MmredGx",Fri Dec 01 20:30:46 +0000 2017,48,-0.4939,0.086,0.697,0.217
448,The New York Times,"Senator Jeff Flake, who had been on the fence, has pledged his support for the tax bill, as have other wavering Rep… https://t.co/KbA7NjcOZA",Fri Dec 01 20:20:12 +0000 2017,49,0.2732,0.107,0.83,0.063
449,The New York Times,James Comey quoted a Bible passage about justice on Twitter just after Michael Flynn pleaded guilty https://t.co/emRNItBPA5,Fri Dec 01 20:10:08 +0000 2017,50,0.1531,0.168,0.693,0.139
450,The New York Times,We analyzed the apologies — and non-apologies — issued by high-profile men accused of sexual misconduct https://t.co/u4AedGplzZ,Fri Dec 01 20:00:24 +0000 2017,51,-0.296,0.0,0.864,0.136
451,The New York Times,"In Bangladesh, Pope Francis asked forgiveness of Rohingya Muslims. He had avoided mentioning them in Myanmar. https://t.co/byeJMC2ynQ",Fri Dec 01 19:45:10 +0000 2017,52,-0.0772,0.108,0.769,0.123
452,The New York Times,These documents raise new questions about what then President-elect Trump knew about Michael Flynn’s conversations https://t.co/2mJh9u9Z6i,Fri Dec 01 19:30:07 +0000 2017,53,0.0,0.0,1.0,0.0
453,The New York Times,"Experience the new Seven Wonders of the World, in 360° video https://t.co/IlToH6fneC",Fri Dec 01 19:15:10 +0000 2017,54,0.0,0.0,1.0,0.0
454,The New York Times,"Around the U.S., many fast-growing metropolitan areas are facing a brutal shortage of affordable places to live https://t.co/mM62Qwy5c1",Fri Dec 01 19:00:21 +0000 2017,55,-0.7269,0.0,0.711,0.289
455,The New York Times,"As a national conversation about harassment moves forward, journalistic gatekeepers are under the glare https://t.co/kMZ4V9d2cH",Fri Dec 01 18:45:10 +0000 2017,56,-0.5423,0.0,0.788,0.212
456,The New York Times,Senate Republicans made major last-minute changes to their bill that brought wavering senators on board https://t.co/4wqC8ma3VO,Fri Dec 01 18:30:03 +0000 2017,57,-0.1531,0.0,0.904,0.096
457,The New York Times,"Secretary of State Rex Tillerson called reports that the White House wants him to resign “laughable"" https://t.co/WdO2QWkDR1",Fri Dec 01 18:15:13 +0000 2017,58,-0.34,0.0,0.87,0.13
458,The New York Times,A steady voice of moderation will be lost if Trump replaces Rex Tillerson at the State Department with Mike Pompeo https://t.co/7LAOymxynV,Fri Dec 01 18:00:15 +0000 2017,59,-0.3182,0.0,0.892,0.108
459,The New York Times,A war criminal’s apparent suicide in court leaves a tribunal with one last mystery: How did he do it? https://t.co/iVgzqUIoqi,Fri Dec 01 17:50:04 +0000 2017,60,-0.8555,0.0,0.656,0.344
460,The New York Times,"RT @NYTObits: Vincent Scully, whose writings on architecture had a decisive influence in the 20th century, has died at 97 https://t.co/VwXB…",Fri Dec 01 17:40:14 +0000 2017,61,-0.4019,0.081,0.766,0.153
461,The New York Times,"The police badly mishandled an August white supremacist rally in Charlottesville, Virginia, a review found https://t.co/LFdV2KTtyo",Fri Dec 01 17:30:34 +0000 2017,62,-0.3818,0.085,0.739,0.176
462,The New York Times,"“We have the votes,” Mitch McConnell said of the GOP tax bill, promising a Senate vote later today https://t.co/qIJorR6G7K",Fri Dec 01 17:16:10 +0000 2017,63,0.4019,0.137,0.863,0.0
463,The New York Times,"Breaking News: Michael Flynn pleaded guilty to lying to the FBI and is cooperating with the Russia inquiry, bringin… https://t.co/NfnJUfwaKH",Fri Dec 01 17:06:37 +0000 2017,64,-0.7351,0.0,0.744,0.256
464,The New York Times,Read Michael Flynn's statement https://t.co/BdpebgLyX9,Fri Dec 01 17:03:30 +0000 2017,65,0.0,0.0,1.0,0.0
465,The New York Times,"Republicans say the $1.5 trillion tax bill pays for itself, but experts disagree https://t.co/kOCK3gRrS3",Fri Dec 01 16:45:12 +0000 2017,66,-0.5267,0.0,0.793,0.207
466,The New York Times,Michael Flynn pleaded guilty to lying to the FBI about a conversation with the Russian ambassador last December https://t.co/uqeOdhvPf8,Fri Dec 01 16:30:13 +0000 2017,67,-0.7351,0.0,0.721,0.279
467,The New York Times,What share of people with your income would see a tax cut or increase? Choose an income group to see. https://t.co/OAYzgDMDav,Fri Dec 01 16:15:02 +0000 2017,68,0.34,0.191,0.72,0.089
468,The New York Times,Here are the ways that the Senate tax plan differs from the House-passed legislation https://t.co/U5bIB9dVXB,Fri Dec 01 16:00:17 +0000 2017,69,0.0,0.0,1.0,0.0
469,The New York Times,Senate leaders say they have 50 votes needed to pass the tax bill https://t.co/3SmqOiU94X,Fri Dec 01 15:45:14 +0000 2017,70,0.0,0.0,1.0,0.0
470,The New York Times,"Elon Musk has turned on the world's biggest battery, capable of powering 30,000 homes in South Australia https://t.co/QSwmmPvyBx",Fri Dec 01 15:31:08 +0000 2017,71,0.3818,0.133,0.867,0.0
471,The New York Times,"Trump pressed Senate Republicans over the summer to end the Intelligence Committee's Russia inquiry ""as quickly as… https://t.co/8HmdKThMFN",Fri Dec 01 15:15:12 +0000 2017,72,0.4767,0.154,0.846,0.0
472,The New York Times,"Here's our Nov. 23 article that reported Michael Flynn had cut off ties with President Trump’s lawyers, a sign that… https://t.co/dDJPznIUmq",Fri Dec 01 15:11:38 +0000 2017,73,-0.2732,0.0,0.9,0.1
473,The New York Times,See the charges against Michael Flynn https://t.co/cLSK3zkDI5,Fri Dec 01 15:10:37 +0000 2017,74,-0.2732,0.0,0.741,0.259
474,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/i9r6e8XftX https://t.co/Mc4tDjE3Di,Fri Dec 01 15:00:49 +0000 2017,75,0.0,0.0,1.0,0.0
475,The New York Times,The 2018 World Cup draw is taking place in Moscow. Live updates: https://t.co/Imt2rtY0Ke,Fri Dec 01 14:51:04 +0000 2017,76,0.0,0.0,1.0,0.0
476,The New York Times,Correction: Michael Flynn has been charged with lying to the FBI and is expected to plead guilty. He has not entere… https://t.co/SpTCtwGAul,Fri Dec 01 14:49:31 +0000 2017,77,-0.7906,0.0,0.704,0.296
477,The New York Times,A former U.S. Marine was sentenced to life in prison for the rape and murder of a 20-year-old Japanese woman https://t.co/NsRblh2ncT,Fri Dec 01 14:40:03 +0000 2017,78,-0.93,0.0,0.521,0.479
478,The New York Times,"The plea is the latest indication that Flynn is cooperating with the special counsel's investigation
https://t.co/izjNNdyuhK",Fri Dec 01 14:33:19 +0000 2017,79,0.4019,0.153,0.847,0.0
479,The New York Times,Welcome to Pterosaur Park https://t.co/OFeQIitsj5,Fri Dec 01 14:31:06 +0000 2017,80,0.4588,0.429,0.571,0.0
480,The New York Times,"Breaking News: President Trump's ex-national security adviser, Michael Flynn, pleaded guilty to lying to the FBI ab… https://t.co/femVJfKXM5",Fri Dec 01 14:23:37 +0000 2017,81,-0.5859,0.102,0.636,0.263
481,The New York Times,When our trusted storytellers are also the abusers https://t.co/laQNxm3E0B,Fri Dec 01 14:21:03 +0000 2017,82,-0.128,0.226,0.511,0.263
482,The New York Times,"The Malibu Diner has a speaker playing music outside, which signals to visually impaired regulars that they've arri… https://t.co/7EuyA85UjK",Fri Dec 01 14:11:04 +0000 2017,83,0.2023,0.096,0.904,0.0
483,The New York Times,"Don Burke, a once-beloved Australian TV figure, has been accused of harassing, assaulting and bullying women https://t.co/fKSasDE6lq",Fri Dec 01 14:00:27 +0000 2017,84,-0.9169,0.0,0.482,0.518
484,The New York Times,"""I don't know what it is we're looking for, but we're more vigilant""  https://t.co/SgYdodgsfP",Fri Dec 01 13:50:04 +0000 2017,85,0.359,0.161,0.839,0.0
485,The New York Times,"Israel Horovitz's son: ""I believe the allegations against my father are true, and I stand behind the women that mad… https://t.co/vxiH7xIgz0",Fri Dec 01 13:40:05 +0000 2017,86,0.4215,0.128,0.872,0.0
486,The New York Times,"As Republicans mull changes to their tax plan, the spotlight will focus on several senators with varying concerns https://t.co/tFsPqTZAU8",Fri Dec 01 13:32:03 +0000 2017,87,0.0,0.0,1.0,0.0
487,The New York Times,"An Anglican cleric urged believers to pray for Prince George to find the love ""of a fine young gentleman"" when he g… https://t.co/nGrURmZwZp",Fri Dec 01 13:21:03 +0000 2017,88,0.8074,0.304,0.696,0.0
488,The New York Times,"The Pentagon will allow the U.S. military to arm itself with older cluster munitions, a weapon banned by 102 countr… https://t.co/a04Flg91oA",Fri Dec 01 13:10:06 +0000 2017,89,-0.5106,0.079,0.705,0.216
489,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/Wwe03IwD5z https://t.co/sKhPFZlGcO,Fri Dec 01 13:00:23 +0000 2017,90,0.0,0.0,1.0,0.0
490,The New York Times,What share of people with your income would see a tax cut or increase? Choose an income group to see. https://t.co/QSZxFXRHAV,Fri Dec 01 12:50:08 +0000 2017,91,0.34,0.191,0.72,0.089
491,The New York Times,Jimmy Kimmel lashed out at Roy Moore after the two tangled on Twitter. Late-night roundup: https://t.co/YQiDp4zBch [corrected typo],Fri Dec 01 12:40:07 +0000 2017,92,0.0,0.0,1.0,0.0
492,The New York Times,Trump's insistence on a 20% corporate tax rate is slowing negotiations for a final deal in the Senate https://t.co/NBY03HSheX,Fri Dec 01 12:30:24 +0000 2017,93,0.0,0.0,1.0,0.0
493,The New York Times,Trump pressed Senate Republicans over the summer to end the Intelligence Committee’s Russia inquiry “as quickly as… https://t.co/NcP5rfd64u,Fri Dec 01 12:10:05 +0000 2017,94,0.4767,0.154,0.846,0.0
494,The New York Times,The vote on the Republican tax bill was delayed after a report that the economics were off by a trillion dollars https://t.co/AECXjx79AY,Fri Dec 01 12:00:08 +0000 2017,95,-0.2263,0.0,0.909,0.091
495,The New York Times,"A preliminary deal between Russia and Egypt is the latest sign of the waning influence of the United States, analys… https://t.co/tR4QNRV1k0",Fri Dec 01 11:45:06 +0000 2017,96,0.4215,0.128,0.872,0.0
496,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/5GYktup6se https://t.co/YgHimXEEXp,Fri Dec 01 11:30:25 +0000 2017,97,0.0,0.0,1.0,0.0
497,The New York Times,A former U.S. Marine was sentenced to life in prison for the rape and murder of a 20-year-old Japanese woman https://t.co/xPo80ZDh37,Fri Dec 01 11:15:07 +0000 2017,98,-0.93,0.0,0.521,0.479
498,The New York Times,This baby hippo has spawned a frenzy that has people flying from all over to see her https://t.co/6y2hY3vHDB,Fri Dec 01 11:00:59 +0000 2017,99,-0.3182,0.0,0.874,0.126
499,The New York Times,"""Where is the line between culturally appropriate dress and cultural appropriation?"" fashion critic @VVFriedman asks https://t.co/8qZuCMXj0t",Fri Dec 01 10:44:03 +0000 2017,100,-0.2732,0.0,0.877,0.123
